Year,Category,Winner,Key,Subkey
22,"ACTRESS",True,"The Heiress","Olivia de Havilland –"
22,"ACTRESS",False,"My Foolish Heart","Susan Hayward –"
22,"ACTRESS",False,"Edward, My Son","Deborah Kerr –"
22,"ACTRESS",False,"Come to the Stable","Loretta Young –"
22,"ACTOR IN A SUPPORTING ROLE",False,"All the King’s Men","John Ireland –"
22,"ACTOR IN A SUPPORTING ROLE",True,"Twelve O’Clock High","Dean Jagger –"
22,"ACTOR IN A SUPPORTING ROLE",False,"Champion","Arthur Kennedy –"
22,"ACTOR IN A SUPPORTING ROLE",False,"The Heiress","Ralph Richardson –"
22,"ACTOR IN A SUPPORTING ROLE",False,"Battleground","James Whitmore –"
22,"ACTRESS IN A SUPPORTING ROLE",False,"Pinky","Ethel Barrymore –"
22,"ACTRESS IN A SUPPORTING ROLE",False,"Come to the Stable","Celeste Holm –"
22,"ACTRESS IN A SUPPORTING ROLE",False,"Come to the Stable","Elsa Lanchester –"
22,"ACTRESS IN A SUPPORTING ROLE",True,"All the King’s Men","Mercedes McCambridge –"
22,"ACTRESS IN A SUPPORTING ROLE",False,"Pinky","Ethel Waters –"
22,"WRITING (Motion Picture Story)",False,"Come to the Stable","– Clare Boothe Luce"
22,"WRITING (Motion Picture Story)",False,"It Happens Every Spring","– Shirley W. Smith, Valentine Davies"
22,"WRITING (Motion Picture Story)",False,"Sands of Iwo Jima","– Harry Brown"
22,"WRITING (Motion Picture Story)",True,"The Stratton Story","– Douglas Morrow"
22,"WRITING (Motion Picture Story)",False,"White Heat","– Virginia Kellogg"
22,"WRITING (Screenplay)",False,"All the King’s Men","– Robert Rossen"
22,"WRITING (Screenplay)",False,"The Bicycle Thief","– Cesare Zavattini"
22,"WRITING (Screenplay)",False,"Champion","– Carl Foreman"
22,"WRITING (Screenplay)",False,"The Fallen Idol","– Graham Greene"
22,"WRITING (Screenplay)",True,"A Letter to Three Wives","– Joseph L. Mankiewicz"
22,"WRITING (Story and Screenplay)",True,"Battleground","– Robert Pirosh"
22,"WRITING (Story and Screenplay)",False,"Jolson Sings Again","– Sidney Buchman"
22,"WRITING (Story and Screenplay)",False,"Paisan","– Alfred Hayes, Federico Fellini, Sergio Amidei, Marcello Pagliero, Roberto Rossellini"
22,"WRITING (Story and Screenplay)",False,"Passport to Pimlico","– T. E. B. Clarke"
22,"WRITING (Story and Screenplay)",False,"The Quiet One","– Helen Levitt, Janice Loeb, Sidney Meyers"
22,"MUSIC (Song)",True,"Neptune’s Daughter","“Baby, It’s Cold Outside” –,– Music, Lyrics by Frank Loesser"
22,"MUSIC (Song)",False,"It’s a Great Feeling","“It’s A Great Feeling” –,– Music by Jule Styne; Lyrics by Sammy Cahn"
22,"MUSIC (Song)",False,"So Dear to My Heart","“Lavender Blue” –,– Music by Eliot Daniel; Lyrics by Larry Morey"
22,"MUSIC (Song)",False,"My Foolish Heart","“My Foolish Heart” –,– Music by Victor Young; Lyrics by Ned Washington"
22,"MUSIC (Song)",False,"Come to the Stable","“Through A Long And Sleepless Night” –,– Music by Alfred Newman; Lyrics by Mack Gordon"
22,"MUSIC (Music Score of a Dramatic or Comedy Picture)",False,"Beyond the Forest","– Max Steiner"
22,"MUSIC (Music Score of a Dramatic or Comedy Picture)",False,"Champion","– Dimitri Tiomkin"
22,"MUSIC (Music Score of a Dramatic or Comedy Picture)",True,"The Heiress","– Aaron Copland"
22,"MUSIC (Scoring of a Musical Picture)",False,"Jolson Sings Again","– Morris Stoloff, George Duning"
22,"MUSIC (Scoring of a Musical Picture)",False,"Look for the Silver Lining","– Ray Heindorf"
22,"MUSIC (Scoring of a Musical Picture)",True,"On the Town","– Roger Edens, Lennie Hayton"
22,"FILM EDITING",False,"All the King’s Men","– Robert Parrish, Al Clark"
22,"FILM EDITING",False,"Battleground","– John Dunning"
22,"FILM EDITING",True,"Champion","– Harry Gerstad"
22,"FILM EDITING",False,"Sands of Iwo Jima","– Richard L. Van Enger"
22,"FILM EDITING",False,"The Window","– Frederic Knudtson"
22,"CINEMATOGRAPHY (Black-and-White)",True,"Battleground","– Paul C. Vogel"
22,"CINEMATOGRAPHY (Black-and-White)",False,"Champion","– Frank Planer"
22,"CINEMATOGRAPHY (Black-and-White)",False,"Come to the Stable","– Joseph LaShelle"
22,"CINEMATOGRAPHY (Black-and-White)",False,"The Heiress","– Leo Tover"
22,"CINEMATOGRAPHY (Black-and-White)",False,"Prince of Foxes","– Leon Shamroy"
22,"CINEMATOGRAPHY (Color)",False,"The Barkleys of Broadway","– Harry Stradling"
22,"CINEMATOGRAPHY (Color)",False,"Jolson Sings Again","– William Snyder"
22,"CINEMATOGRAPHY (Color)",False,"Little Women","– Robert Planck, Charles Schoenbaum"
22,"CINEMATOGRAPHY (Color)",False,"Sand","– Charles G. Clarke"
22,"CINEMATOGRAPHY (Color)",True,"She Wore a Yellow Ribbon","– Winton Hoch"
22,"ART DIRECTION (Black-and-White)",False,"Come to the Stable","– Art Direction: Lyle Wheeler, Joseph C. Wright; Set Decoration: Thomas Little, Paul S. Fox"
22,"ART DIRECTION (Black-and-White)",True,"The Heiress","– Art Direction: Harry Horner, John Meehan; Set Decoration: Emile Kuri"
22,"ART DIRECTION (Black-and-White)",False,"Madame Bovary","– Art Direction: Cedric Gibbons, Jack Martin Smith; Set Decoration: Edwin B. Willis, Richard A. Pefferle"
22,"ART DIRECTION (Color)",False,"The Adventures of Don Juan","– Art Direction: Edward Carrere; Set Decoration: Lyle Reifsnider"
22,"ART DIRECTION (Color)",True,"Little Women","– Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Jack D. Moore"
22,"ART DIRECTION (Color)",False,"Saraband","– Art Direction: Jim Morahan, William Kellner, Michael Relph"
22,"COSTUME DESIGN (Black-and-White)",True,"The Heiress","– Edith Head, Gile Steele"
22,"COSTUME DESIGN (Black-and-White)",False,"Prince of Foxes","– Vittorio Nino Novarese"
22,"COSTUME DESIGN (Color)",True,"The Adventures of Don Juan","– Leah Rhodes, Travilla, Marjorie Best"
22,"COSTUME DESIGN (Color)",False,"Mother Is a Freshman","– Kay Nelson"
22,"SOUND RECORDING",False,"Once More, My Darling","– Universal-International Studio Sound Department, Leslie I. Carey, Sound Director"
22,"SOUND RECORDING",False,"Sands of Iwo Jima","– Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director"
22,"SOUND RECORDING",True,"Twelve O’Clock High","– 20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director"
22,"SPECIAL EFFECTS",True,"Mighty Joe Young","– ARKO Productions"
22,"SPECIAL EFFECTS",False,"Tulsa","– Walter Wanger Pictures"
22,"SPECIAL FOREIGN LANGUAGE FILM AWARD",False,"The Bicycle Thief","– voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1949."
22,"DOCUMENTARY (Feature)",True,"Daybreak in Udi","– Crown Film Unit"
22,"DOCUMENTARY (Feature)",False,"Kenji Comes Home","– Paul F. Heard"
22,"DOCUMENTARY (Short Subject)",True,"A Chance to Live","– Richard de Rochemont"
22,"DOCUMENTARY (Short Subject)",False,"1848","– French Cinema General Cooperative"
22,"DOCUMENTARY (Short Subject)",False,"The Rising Tide","– St. Francis-Xavier University, Antigonish, Nova Scotia"
22,"DOCUMENTARY (Short Subject)",True,"So Much for So Little","– Edward Selzer"
22,"SHORT SUBJECT (Cartoon)",False,"Canary Row","– Edward Selzer"
22,"SHORT SUBJECT (Cartoon)",True,"For Scent-Imental Reasons","– Edward Selzer"
22,"SHORT SUBJECT (Cartoon)",False,"Hatch Up Your Troubles","– Fred Quimby"
22,"SHORT SUBJECT (Cartoon)",False,"The Magic Fluke","– Stephen Bosustow"
22,"SHORT SUBJECT (Cartoon)",False,"Toy Tinkers","– Walt Disney"
22,"SHORT SUBJECT (One-reel)",True,"Aquatic House-Party","– Jack Eaton"
22,"SHORT SUBJECT (One-reel)",False,"Roller Derby Girl","– Justin Herman"
22,"SHORT SUBJECT (One-reel)",False,"So You Think You’re Not Guilty","– Gordon Hollingshead"
22,"SHORT SUBJECT (One-reel)",False,"Spills and Chills","– Walton C. Ament"
22,"SHORT SUBJECT (One-reel)",False,"Water Trix","– Pete Smith"
22,"SHORT SUBJECT (Two-reel)",False,"The Boy and the Eagle","– William Lasky"
22,"SHORT SUBJECT (Two-reel)",False,"Chase of Death","– Irving Allen"
22,"SHORT SUBJECT (Two-reel)",False,"The Grass Is Always Greener","– Gordon Hollingshead"
22,"SHORT SUBJECT (Two-reel)",False,"Snow Carnival","– Gordon Hollingshead"
22,"SHORT SUBJECT (Two-reel)",True,"Van Gogh","– Gaston Diehl, Robert Haessens"
22,"SPECIAL AWARD",False,"Bobby Driscoll","as the outstanding juvenile actor of 1949."
22,"SPECIAL AWARD",False,"Fred Astaire","for his unique artistry and his contributions to the technique of musical pictures."
22,"SPECIAL AWARD",False,"Cecil B. DeMille","distinguished motion picture pioneer, for 37 years of brilliant showmanship."
22,"SPECIAL AWARD",False,"Jean Hersholt","for distinguished service to the motion picture industry."
22,"SCIENTIFIC OR TECHNICAL AWARD (Class I)",True,"","To <span class="Winner">EASTMAN KODAK COMPANY</span> for the development and introduction of an improved safety base motion picture film. <strong>[Film]</strong>"
22,"SCIENTIFIC OR TECHNICAL AWARD (Class III)",True,"","To <span class="Winner">LOREN L. RYDER, BRUCE H. DENNEY, ROBERT CARR and the PARAMOUNT STUDIO SOUND DEPARTMENT</span> for the development and application of the supersonic playback and public address system. <strong>[Stage Operations]</strong>"
22,"SCIENTIFIC OR TECHNICAL AWARD (Class III)",True,""," To <span class="Winner">M. B. PAUL</span> for the first successful large-area seamless translucent backgrounds. <strong>[Special Photographic]</strong>"
22,"SCIENTIFIC OR TECHNICAL AWARD (Class III)",True,""," To <span class="Winner">HERBERT E. BRITT</span> for the development and application of formulas and equipment producing artificial snow and ice for dressing motion picture sets. <strong>[Stage Operations]</strong>"
22,"SCIENTIFIC OR TECHNICAL AWARD (Class III)",True,""," To <span class="Winner">ANDRE COUTANT and JACQUES MATHOT</span> for the design of the Eclair camerette. <strong>[Camera]</strong>"
22,"SCIENTIFIC OR TECHNICAL AWARD (Class III)",True,""," To <span class="Winner">CHARLES R. DAILY, STEVE CSILLAG and the PARAMOUNT STUDIO ENGINEERING, EDITORIAL and MUSIC DEPARTMENTS</span> for a new precision method of computing variable tempo click tracks. <strong>[Editorial]</strong>"
22,"SCIENTIFIC OR TECHNICAL AWARD (Class III)",True,""," To <span class="Winner">the INTERNATIONAL PROJECTOR CORPORATION</span> for a simplified and self-adjusting take-up device for projection machines. <strong>[Projection]</strong>"
22,"SCIENTIFIC OR TECHNICAL AWARD (Class III)",True,""," To <span class="Winner">ALEXANDER VELCOFF</span> for the application to production of the infra-red photographic evaluator. <strong>[Photography]</strong>"
21,"BEST MOTION PICTURE",True,"Hamlet","– J. Arthur Rank-Two Cities Films"
21,"BEST MOTION PICTURE",False,"Johnny Belinda","– Warner Bros."
21,"BEST MOTION PICTURE",False,"The Red Shoes","– J. Arthur Rank-Archers"
21,"BEST MOTION PICTURE",False,"The Snake Pit","– 20th Century-Fox"
21,"BEST MOTION PICTURE",False,"The Treasure of the Sierra Madre","– Warner Bros."
21,"DIRECTING",False,"Hamlet","– Laurence Olivier"
21,"DIRECTING",False,"Johnny Belinda","– Jean Negulesco"
21,"DIRECTING",False,"The Search","– Fred Zinnemann"
21,"DIRECTING",False,"The Snake Pit","– Anatole Litvak"
21,"DIRECTING",True,"The Treasure of the Sierra Madre","– John Huston"
21,"ACTOR",False,"Johnny Belinda","Lew Ayres –"
21,"ACTOR",False,"The Search","Montgomery Clift –"
21,"ACTOR",False,"When My Baby Smiles at Me","Dan Dailey –"
21,"ACTOR",True,"Hamlet","Laurence Olivier –"
21,"ACTOR",False,"Sitting Pretty","Clifton Webb –"
21,"ACTRESS",False,"Joan of Arc","Ingrid Bergman –"
21,"ACTRESS",False,"The Snake Pit","Olivia de Havilland –"
21,"ACTRESS",False,"I Remember Mama","Irene Dunne –"
21,"ACTRESS",False,"Sorry, Wrong Number","Barbara Stanwyck –"
21,"ACTRESS",True,"Johnny Belinda","Jane Wyman –"
21,"ACTOR IN A SUPPORTING ROLE",False,"Johnny Belinda","Charles Bickford –"
21,"ACTOR IN A SUPPORTING ROLE",False,"Joan of Arc","José Ferrer –"
21,"ACTOR IN A SUPPORTING ROLE",False,"I Remember Mama","Oscar Homolka –"
21,"ACTOR IN A SUPPORTING ROLE",True,"The Treasure of the Sierra Madre","Walter Huston –"
21,"ACTOR IN A SUPPORTING ROLE",False,"The Luck of the Irish","Cecil Kellaway –"
21,"ACTRESS IN A SUPPORTING ROLE",False,"I Remember Mama","Barbara Bel Geddes –"
21,"ACTRESS IN A SUPPORTING ROLE",False,"I Remember Mama","Ellen Corby –"
21,"ACTRESS IN A SUPPORTING ROLE",False,"Johnny Belinda","Agnes Moorehead –"
21,"ACTRESS IN A SUPPORTING ROLE",False,"Hamlet","Jean Simmons –"
21,"ACTRESS IN A SUPPORTING ROLE",True,"Key Largo","Claire Trevor –"
21,"WRITING (Motion Picture Story)",False,"Louisiana Story","– Frances Flaherty, Robert Flaherty"
21,"WRITING (Motion Picture Story)",False,"The Naked City","– Malvin Wald"
21,"WRITING (Motion Picture Story)",False,"Red River","– Borden Chase"
21,"WRITING (Motion Picture Story)",False,"The Red Shoes","– Emeric Pressburger"
21,"WRITING (Motion Picture Story)",True,"The Search","– Richard Schweizer, David Wechsler"
21,"WRITING (Screenplay)",False,"A Foreign Affair","– Charles Brackett, Billy Wilder, Richard L. Breen"
21,"WRITING (Screenplay)",False,"Johnny Belinda","– Irmgard Von Cube, Allen Vincent"
21,"WRITING (Screenplay)",False,"The Search","– Richard Schweizer, David Wechsler"
21,"WRITING (Screenplay)",False,"The Snake Pit","– Frank Partos, Millen Brand"
21,"WRITING (Screenplay)",True,"The Treasure of the Sierra Madre","– John Huston"
21,"MUSIC (Song)",True,"The Paleface","“Buttons And Bows” –,– Music, Lyrics by Jay Livingston, Ray Evans"
21,"MUSIC (Song)",False,"Casbah","“For Every Man There’s A Woman” –,– Music by Harold Arlen; Lyrics by Leo Robin"
21,"MUSIC (Song)",False,"Romance on the High Seas","“It’s Magic” –,– Music by Jule Styne; Lyrics by Sammy Cahn"
21,"MUSIC (Song)",False,"That Lady in Ermine","“This Is The Moment” –,– Music by Frederick Hollander; Lyrics by Leo Robin"
21,"MUSIC (Song)",False,"Wet Blanket Policy","“The Woody Woodpecker Song” –,– Music, Lyrics by Ramey Idriss, George Tibbles"
21,"MUSIC (Music Score of a Dramatic or Comedy Picture)",False,"Hamlet","– William Walton"
21,"MUSIC (Music Score of a Dramatic or Comedy Picture)",False,"Joan of Arc","– Hugo Friedhofer"
21,"MUSIC (Music Score of a Dramatic or Comedy Picture)",False,"Johnny Belinda","– Max Steiner"
21,"MUSIC (Music Score of a Dramatic or Comedy Picture)",True,"The Red Shoes","– Brian Easdale"
21,"MUSIC (Music Score of a Dramatic or Comedy Picture)",False,"The Snake Pit","– Alfred Newman"
21,"MUSIC (Scoring of a Musical Picture)",True,"Easter Parade","– Johnny Green, Roger Edens"
21,"MUSIC (Scoring of a Musical Picture)",False,"The Emperor Waltz","– Victor Young"
21,"MUSIC (Scoring of a Musical Picture)",False,"The Pirate","– Lennie Hayton"
21,"MUSIC (Scoring of a Musical Picture)",False,"Romance on the High Seas","– Ray Heindorf"
21,"MUSIC (Scoring of a Musical Picture)",False,"When My Baby Smiles at Me","– Alfred Newman"
21,"FILM EDITING",False,"Joan of Arc","– Frank Sullivan"
21,"FILM EDITING",False,"Johnny Belinda","– David Weisbart"
21,"FILM EDITING",True,"The Naked City","– Paul Weatherwax"
21,"FILM EDITING",False,"Red River","– Christian Nyby"
21,"FILM EDITING",False,"The Red Shoes","– Reginald Mills"
21,"CINEMATOGRAPHY (Black-and-White)",False,"A Foreign Affair","– Charles B. Lang, Jr."
21,"CINEMATOGRAPHY (Black-and-White)",False,"I Remember Mama","– Nicholas Musuraca"
21,"CINEMATOGRAPHY (Black-and-White)",False,"Johnny Belinda","– Ted McCord"
21,"CINEMATOGRAPHY (Black-and-White)",True,"The Naked City","– William Daniels"
21,"CINEMATOGRAPHY (Black-and-White)",False,"Portrait of Jennie","– Joseph August"
21,"CINEMATOGRAPHY (Color)",False,"Green Grass of Wyoming","– Charles G. Clarke"
21,"CINEMATOGRAPHY (Color)",True,"Joan of Arc","– Joseph Valentine, William V. Skall, Winton Hoch"
21,"CINEMATOGRAPHY (Color)",False,"The Loves of Carmen","– William Snyder"
21,"CINEMATOGRAPHY (Color)",False,"The Three Musketeers","– Robert Planck"
21,"ART DIRECTION (Black-and-White)",True,"Hamlet","– Art Direction: Roger K. Furse; Set Decoration: Carmen Dillon"
21,"ART DIRECTION (Black-and-White)",False,"Johnny Belinda","– Art Direction: Robert Haas; Set Decoration: William Wallace"
21,"ART DIRECTION (Color)",False,"Joan of Arc","– Art Direction: Richard Day; Set Decoration: Edwin Casey Roberts, Joseph Kish"
21,"ART DIRECTION (Color)",True,"The Red Shoes","– Art Direction: Hein Heckroth; Set Decoration: Arthur Lawson"
21,"COSTUME DESIGN (Black-and-White)",False,"B. F.’s Daughter","– Irene"
21,"COSTUME DESIGN (Black-and-White)",True,"Hamlet","– Roger K. Furse"
21,"COSTUME DESIGN (Color)",False,"The Emperor Waltz","– Edith Head, Gile Steele"
21,"COSTUME DESIGN (Color)",True,"Joan of Arc","– Dorothy Jeakins, Karinska"
21,"SOUND RECORDING",False,"Johnny Belinda","– Warner Bros. Studio Sound Department, Col. Nathan O. Levinson, Sound Director"
21,"SOUND RECORDING",False,"Moonrise","– Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director"
21,"SOUND RECORDING",True,"The Snake Pit","– 20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director"
21,"SPECIAL EFFECTS",False,"Deep Waters","– Special Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman"
21,"SPECIAL EFFECTS",True,"Portrait of Jennie","– Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart"
21,"SPECIAL FOREIGN LANGUAGE FILM AWARD",False,"Monsieur Vincent","– voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1948."
21,"DOCUMENTARY (Feature)",False,"The Quiet One","– Janice Loeb"
21,"DOCUMENTARY (Feature)",True,"The Secret Land","– Orville O. Dull"
21,"DOCUMENTARY (Short Subject)",False,"Heart to Heart","– Herbert Morgan"
21,"DOCUMENTARY (Short Subject)",False,"Operation Vittles","– United States Army Air Force"
21,"DOCUMENTARY (Short Subject)",True,"Toward Independence","– United States Army"
21,"SHORT SUBJECT (Cartoon)",True,"The Little Orphan","– Fred Quimby"
21,"SHORT SUBJECT (Cartoon)",False,"Mickey and the Seal","– Walt Disney"
21,"SHORT SUBJECT (Cartoon)",False,"Mouse Wreckers","– Edward Selzer"
21,"SHORT SUBJECT (Cartoon)",False,"Robin Hoodlum","– United Productions of America"
21,"SHORT SUBJECT (Cartoon)",False,"Tea for Two Hundred","– Walt Disney"
21,"SHORT SUBJECT (One-reel)",False,"Annie Was a Wonder","– Herbert Moulton"
21,"SHORT SUBJECT (One-reel)",False,"Cinderella Horse","– Gordon Hollingshead"
21,"SHORT SUBJECT (One-reel)",False,"So You Want to Be on the Radio","– Gordon Hollingshead"
21,"SHORT SUBJECT (One-reel)",True,"Symphony of a City","– Edmund H. Reek"
21,"SHORT SUBJECT (One-reel)",False,"You Can’t Win","– Pete Smith"
21,"SHORT SUBJECT (Two-reel)",False,"Calgary Stampede","– Gordon Hollingshead"
21,"SHORT SUBJECT (Two-reel)",False,"Going to Blazes","– Herbert Morgan"
21,"SHORT SUBJECT (Two-reel)",False,"Samba-Mania","– Harry Grey"
21,"SHORT SUBJECT (Two-reel)",True,"Seal Island","– Walt Disney"
21,"SHORT SUBJECT (Two-reel)",False,"Snow Capers","– Thomas Mead"
21,"SPECIAL AWARD",False,"Ivan Jandl","for the outstanding juvenile performance of 1948, as “Karel Malik” in The Search."
21,"SPECIAL AWARD",False,"Sid Grauman","master showman, who raised the standard of exhibition of motion pictures."
21,"SPECIAL AWARD",False,"Adolph Zukor","a man who has been called the father of the feature film in America, for his services to the industry over a period of forty years."
21,"SPECIAL AWARD",False,"Walter Wanger","for distinguished service to the industry in adding to its moral stature in the world community by his production of the picture Joan of Arc."
21,"SPECIAL AWARD",False,"Jean Hersholt","– in recognition of his service to the Academy during four terms as president."
21,"SCIENTIFIC OR TECHNICAL AWARD (Class II)",True,"","To <span class="Winner">VICTOR CACCIALANZA, MAURICE AYERS and the PARAMOUNT STUDIO SET CONSTRUCTION DEPARTMENT</span> for the development and application of ‘Paralite,’ a new lightweight plaster process for set construction. <strong>[Props]</strong>"
21,"SCIENTIFIC OR TECHNICAL AWARD (Class II)",True,""," To <span class="Winner">NICK KALTEN, LOUIS J. WITTE and the 20TH CENTURY-FOX STUDIO MECHANICAL EFFECTS DEPARTMENT</span> for a process of preserving and flame-proofing foliage. <strong>[Props]</strong>"
21,"SCIENTIFIC OR TECHNICAL AWARD (Class III)",True,"","To <span class="Winner">MARTY MARTIN, JACK LANNON, RUSSELL SHEARMAN and the RKO RADIO STUDIO SPECIAL EFFECTS DEPARTMENT</span> for the development of a new method of simulating falling snow on motion picture sets. <strong>[Stage Operations]</strong>"
21,"SCIENTIFIC OR TECHNICAL AWARD (Class III)",True,""," To <span class="Winner">A. J. MORAN and the WARNER BROS. STUDIO ELECTRICAL DEPARTMENT</span> for a method of remote control for shutters on motion picture arc lighting equipment. <strong>[Lighting]</strong>"
20,"BEST MOTION PICTURE",False,"The Bishop’s Wife","– Samuel Goldwyn Productions"
20,"BEST MOTION PICTURE",False,"Crossfire","– RKO Radio"
20,"BEST MOTION PICTURE",True,"Gentleman’s Agreement","– 20th Century-Fox"
20,"BEST MOTION PICTURE",False,"Great Expectations","– J. Arthur Rank-Cineguild"
20,"BEST MOTION PICTURE",False,"Miracle on 34th Street","– 20th Century-Fox"
20,"DIRECTING",False,"The Bishop’s Wife","– Henry Koster"
20,"DIRECTING",False,"Crossfire","– Edward Dmytryk"
20,"DIRECTING",False,"A Double Life","– George Cukor"
20,"DIRECTING",True,"Gentleman’s Agreement","– Elia Kazan"
20,"DIRECTING",False,"Great Expectations","– David Lean"
20,"ACTOR",True,"A Double Life","Ronald Colman –"
20,"ACTOR",False,"Body and Soul","John Garfield –"
20,"ACTOR",False,"Gentleman’s Agreement","Gregory Peck –"
20,"ACTOR",False,"Life with Father","William Powell –"
20,"ACTOR",False,"Mourning Becomes Electra","Michael Redgrave –"
20,"ACTRESS",False,"Possessed","Joan Crawford –"
20,"ACTRESS",False,"Smash-Up–The Story of a Woman","Susan Hayward –"
20,"ACTRESS",False,"Gentleman’s Agreement","Dorothy McGuire –"
20,"ACTRESS",False,"Mourning Becomes Electra","Rosalind Russell –"
20,"ACTRESS",True,"The Farmer’s Daughter","Loretta Young –"
20,"ACTOR IN A SUPPORTING ROLE",False,"The Farmer’s Daughter","Charles Bickford –"
20,"ACTOR IN A SUPPORTING ROLE",False,"Ride the Pink Horse","Thomas Gomez –"
20,"ACTOR IN A SUPPORTING ROLE",True,"Miracle on 34th Street","Edmund Gwenn –"
20,"ACTOR IN A SUPPORTING ROLE",False,"Crossfire","Robert Ryan –"
20,"ACTOR IN A SUPPORTING ROLE",False,"Kiss of Death","Richard Widmark –"
20,"ACTRESS IN A SUPPORTING ROLE",False,"The Paradine Case","Ethel Barrymore –"
20,"ACTRESS IN A SUPPORTING ROLE",False,"Crossfire","Gloria Grahame –"
20,"ACTRESS IN A SUPPORTING ROLE",True,"Gentleman’s Agreement","Celeste Holm –"
20,"ACTRESS IN A SUPPORTING ROLE",False,"The Egg and I","Marjorie Main –"
20,"ACTRESS IN A SUPPORTING ROLE",False,"Gentleman’s Agreement","Anne Revere –"
20,"WRITING (Motion Picture Story)",False,"A Cage of Nightingales","– Georges Chaperot, Rene Wheeler"
20,"WRITING (Motion Picture Story)",False,"It Happened on Fifth Avenue","– Herbert Clyde Lewis, Frederick Stephani"
20,"WRITING (Motion Picture Story)",False,"Kiss of Death","– Eleazar Lipsky"
20,"WRITING (Motion Picture Story)",True,"Miracle on 34th Street","– Valentine Davies"
20,"WRITING (Motion Picture Story)",False,"Smash-Up–The Story of a Woman","– Dorothy Parker, Frank Cavett"
20,"WRITING (Original Screenplay)",True,"The Bachelor and the Bobby-Soxer","– Sidney Sheldon"
20,"WRITING (Original Screenplay)",False,"Body and Soul","– Abraham Polonsky"
20,"WRITING (Original Screenplay)",False,"A Double Life","– Ruth Gordon, Garson Kanin"
20,"WRITING (Original Screenplay)",False,"Monsieur Verdoux","– Charles Chaplin"
20,"WRITING (Original Screenplay)",False,"Shoe-Shine","– Sergio Amidei, Adolfo Franci, C. G. Viola, Cesare Zavattini"
20,"WRITING (Screenplay)",False,"Boomerang!","– Richard Murphy"
20,"WRITING (Screenplay)",False,"Crossfire","– John Paxton"
20,"WRITING (Screenplay)",False,"Gentleman’s Agreement","– Moss Hart"
20,"WRITING (Screenplay)",False,"Great Expectations","– David Lean, Anthony Havelock-Allan, Ronald Neame"
20,"WRITING (Screenplay)",True,"Miracle on 34th Street","– George Seaton"
20,"MUSIC (Song)",False,"The Time, the Place and the Girl","“A Gal In Calico” –,– Music by Arthur Schwartz; Lyrics by Leo Robin"
20,"MUSIC (Song)",False,"The Perils of Pauline","“I Wish I Didn’t Love You So” –,– Music, Lyrics by Frank Loesser"
20,"MUSIC (Song)",False,"Good News","“Pass That Peace Pipe” –,– Music, Lyrics by Ralph Blane, Roger Edens, Hugh Martin"
20,"MUSIC (Song)",False,"Mother Wore Tights","“You Do” –,– Music by Josef Myrow; Lyrics by Mack Gordon"
20,"MUSIC (Song)",True,"Song of the South","“Zip-A-Dee-Doo-Dah” –,– Music by Allie Wrubel; Lyrics by Ray Gilbert"
20,"MUSIC (Music Score of a Dramatic or Comedy Picture)",False,"The Bishop’s Wife","– Hugo Friedhofer"
20,"MUSIC (Music Score of a Dramatic or Comedy Picture)",False,"Captain from Castile","– Alfred Newman"
20,"MUSIC (Music Score of a Dramatic or Comedy Picture)",True,"A Double Life","– Dr. Miklos Rozsa"
20,"MUSIC (Music Score of a Dramatic or Comedy Picture)",False,"Forever Amber","– David Raksin"
20,"MUSIC (Music Score of a Dramatic or Comedy Picture)",False,"Life with Father","– Max Steiner"
20,"MUSIC (Scoring of a Musical Picture)",False,"Fiesta","– Johnny Green"
20,"MUSIC (Scoring of a Musical Picture)",True,"Mother Wore Tights","– Alfred Newman"
20,"MUSIC (Scoring of a Musical Picture)",False,"My Wild Irish Rose","– Ray Heindorf, Max Steiner"
20,"MUSIC (Scoring of a Musical Picture)",False,"Road to Rio","– Robert Emmett Dolan"
20,"MUSIC (Scoring of a Musical Picture)",False,"Song of the South","– Daniele Amfitheatrof, Paul J. Smith, Charles Wolcott"
20,"FILM EDITING",False,"The Bishop’s Wife","– Monica Collingwood"
20,"FILM EDITING",True,"Body and Soul","– Francis Lyon, Robert Parrish"
20,"FILM EDITING",False,"Gentleman’s Agreement","– Harmon Jones"
20,"FILM EDITING",False,"Green Dolphin Street","– George White"
20,"FILM EDITING",False,"Odd Man Out","– Fergus McDonell"
20,"CINEMATOGRAPHY (Black-and-White)",False,"The Ghost and Mrs. Muir","– Charles Lang, Jr."
20,"CINEMATOGRAPHY (Black-and-White)",True,"Great Expectations","– Guy Green"
20,"CINEMATOGRAPHY (Black-and-White)",False,"Green Dolphin Street","– George Folsey"
20,"CINEMATOGRAPHY (Color)",True,"Black Narcissus","– Jack Cardiff"
