Year,Type,WinOrLose,Key,Item
2005,"FILM EDITING",False,"FINDING NEVERLAND","Matt Chesse"
2005,"FILM EDITING",False,"MILLION DOLLAR BABY","Joel Cox"
2005,"FILM EDITING",False,"RAY","Paul Hirsch"
2005,"FOREIGN LANGUAGE FILM",True,"THE SEA INSIDE","Spain"
2005,"FOREIGN LANGUAGE FILM",False,"AS IT IS IN HEAVEN","Sweden"
2005,"FOREIGN LANGUAGE FILM",False,"THE CHORUS (LES CHORISTES)","France"
2005,"FOREIGN LANGUAGE FILM",False,"DOWNFALL","Germany"
2005,"FOREIGN LANGUAGE FILM",False,"YESTERDAY","South Africa"
2005,"MAKEUP",True,"LEMONY SNICKET'S A SERIES OF UNFORTUNATE EVENTS","Valli O'Reilly and Bill Corso"
2005,"MAKEUP",False,"THE PASSION OF THE CHRIST","Keith Vanderlaan and Christien Tinsley"
2005,"MAKEUP",False,"THE SEA INSIDE","The Sea Inside"
2005,"MUSIC (ORIGINAL SCORE)",True,"FINDING NEVERLAND","Jan A.P. Kaczmarek"
2005,"MUSIC (ORIGINAL SCORE)",False,"HARRY POTTER AND THE PRISONER OF AZKABAN","John Williams"
2005,"MUSIC (ORIGINAL SCORE)",False,"LEMONY SNICKET'S A SERIES OF UNFORTUNATE EVENTS","Thomas Newman"
2005,"MUSIC (ORIGINAL SCORE)",False,"THE PASSION OF THE CHRIST","John Debney"
2005,"MUSIC (ORIGINAL SCORE)",False,"THE VILLAGE","James Newton Howard"
2005,"MUSIC (ORIGINAL SONG)",True,"THE MOTORCYCLE DIARIES","Music and Lyric by Jorge Drexler"
2005,"MUSIC (ORIGINAL SONG)",False,"SHREK 2","Accidentally In Love in |Shrek 2| Music by Adam Duritz, Charles Gillingham, Jim Bogios, David Immergluck, Matthew Malley and David Bryson; Lyric by Adam Duritz and Daniel Vickrey"
2005,"MUSIC (ORIGINAL SONG)",False,"THE POLAR EXPRESS","Believe in |The Polar Express| Music and Lyric by Glen Ballard and Alan Silvestri"
2005,"MUSIC (ORIGINAL SONG)",False,"THE PHANTOM OF THE OPERA","Learn To Be Lonely in |The Phantom of the Opera| Music by Andrew Lloyd Webber; Lyric by Charles Hart"
2005,"MUSIC (ORIGINAL SONG)",False,"THE CHORUS (LES CHORISTES)","Look To Your Path (Vois Sur Ton Chemin) in |The Chorus (Les Choristes)| Music by Bruno Coulais; Lyric by Christophe Barratier"
2005,"BEST PICTURE",True,"MILLION DOLLAR BABY","Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers"
2005,"BEST PICTURE",False,"THE AVIATOR","Michael Mann and Graham King, Producers"
2005,"BEST PICTURE",False,"FINDING NEVERLAND","Richard N. Gladstein and Nellie Bellflower, Producers"
2005,"BEST PICTURE",False,"RAY","Taylor Hackford, Stuart Benjamin and Howard Baldwin, Producers"
2005,"BEST PICTURE",False,"SIDEWAYS","Michael London, Producer"
2005,"SHORT FILM (ANIMATED)",True,"RYAN","Chris Landreth"
2005,"SHORT FILM (ANIMATED)",False,"BIRTHDAY BOY","Sejong Park and Andrew Gregory"
2005,"SHORT FILM (ANIMATED)",False,"GOPHER BROKE","Jeff Fowler and Tim Miller"
2005,"SHORT FILM (ANIMATED)",False,"GUARD DOG","Bill Plympton"
2005,"SHORT FILM (ANIMATED)",False,"LORENZO","Mike Gabriel and Baker Bloodworth"
2005,"SHORT FILM (LIVE ACTION)",True,"WASP","Andrea Arnold"
2005,"SHORT FILM (LIVE ACTION)",False,"EVERYTHING IN THIS COUNTRY MUST","Gary McKendry"
2005,"SHORT FILM (LIVE ACTION)",False,"LITTLE TERRORIST","Ashvin Kumar"
2005,"SHORT FILM (LIVE ACTION)",False,"","Nacho Vigalondo"
2005,"SHORT FILM (LIVE ACTION)",False,"TWO CARS, ONE NIGHT","Taika Waititi and Ainsley Gardiner"
2005,"SOUND EDITING",True,"THE INCREDIBLES","Michael Silvers and Randy Thom"
2005,"SOUND EDITING",False,"THE POLAR EXPRESS","Randy Thom and Dennis Leonard"
2005,"SOUND EDITING",False,"SPIDER-MAN 2","Paul N.J. Ottosson"
2005,"SOUND MIXING",True,"RAY","Scott Millan, Greg Orloff, Bob Beemer and Steve Cantamessa"
2005,"SOUND MIXING",False,"THE AVIATOR","Tom Fleischman and Petur Hliddal"
2005,"SOUND MIXING",False,"THE INCREDIBLES","Randy Thom, Gary A. Rizzo and Doc Kane"
2005,"SOUND MIXING",False,"THE POLAR EXPRESS","Randy Thom, Tom Johnson, Dennis Sands and William B. Kaplan"
2005,"SOUND MIXING",False,"SPIDER-MAN 2","Kevin O'Connell, Greg P. Russell, Jeffrey J. Haboush and Joseph Geisinger"
2005,"VISUAL EFFECTS",True,"SPIDER-MAN 2","John Dykstra, Scott Stokdyk, Anthony LaMolinara and John Frazier"
2005,"VISUAL EFFECTS",False,"HARRY POTTER AND THE PRISONER OF AZKABAN","Roger Guyett, Tim Burke, John Richardson and Bill George"
2005,"VISUAL EFFECTS",False,"I, ROBOT","John Nelson, Andrew R. Jones, Erik Nash and Joe Letteri"
2005,"WRITING (ADAPTED SCREENPLAY)",True,"SIDEWAYS","Screenplay by Alexander Payne & Jim Taylor"
2005,"WRITING (ADAPTED SCREENPLAY)",False,"BEFORE SUNSET","Screenplay by Richard Linklater, Julie Delpy, & Ethan Hawke; Story by Richard Linklater & Kim Krizan"
2005,"WRITING (ADAPTED SCREENPLAY)",False,"FINDING NEVERLAND","Screenplay by David Magee"
2005,"WRITING (ADAPTED SCREENPLAY)",False,"MILLION DOLLAR BABY","Screenplay by Paul Haggis"
2005,"WRITING (ADAPTED SCREENPLAY)",False,"THE MOTORCYCLE DIARIES","Screenplay by José Rivera"
2005,"WRITING (ORIGINAL SCREENPLAY)",True,"ETERNAL SUNSHINE OF THE SPOTLESS MIND","Screenplay by Charlie Kaufman; Story by Charlie Kaufman, Michel Gondry, & Pierre Bismuth"
2005,"WRITING (ORIGINAL SCREENPLAY)",False,"THE AVIATOR","Written by John Logan"
2005,"WRITING (ORIGINAL SCREENPLAY)",False,"HOTEL RWANDA","Written by Keir Pearson & Terry George"
2005,"WRITING (ORIGINAL SCREENPLAY)",False,"THE INCREDIBLES","Written by Brad Bird"
2005,"WRITING (ORIGINAL SCREENPLAY)",False,"VERA DRAKE","Written by Mike Leigh"
2006,"ACTOR IN A LEADING ROLE",True,"PHILIP SEYMOUR HOFFMAN","Capote"
2006,"ACTOR IN A LEADING ROLE",False,"TERRENCE HOWARD","Hustle & Flow"
2006,"ACTOR IN A LEADING ROLE",False,"HEATH LEDGER","Brokeback Mountain"
2006,"ACTOR IN A LEADING ROLE",False,"JOAQUIN PHOENIX","Walk the Line"
2006,"ACTOR IN A LEADING ROLE",False,"DAVID STRATHAIRN","Good Night, and Good Luck."
2006,"ACTOR IN A SUPPORTING ROLE",True,"GEORGE CLOONEY","Syriana"
2006,"ACTOR IN A SUPPORTING ROLE",False,"MATT DILLON","Crash"
2006,"ACTOR IN A SUPPORTING ROLE",False,"PAUL GIAMATTI","Cinderella Man"
2006,"ACTOR IN A SUPPORTING ROLE",False,"JAKE GYLLENHAAL","Brokeback Mountain"
2006,"ACTOR IN A SUPPORTING ROLE",False,"WILLIAM HURT","A History of Violence"
2006,"ACTRESS IN A LEADING ROLE",True,"REESE WITHERSPOON","Walk the Line"
2006,"ACTRESS IN A LEADING ROLE",False,"JUDI DENCH","Mrs. Henderson Presents"
2006,"ACTRESS IN A LEADING ROLE",False,"FELICITY HUFFMAN","Transamerica"
2006,"ACTRESS IN A LEADING ROLE",False,"KEIRA KNIGHTLEY","Pride & Prejudice"
2006,"ACTRESS IN A LEADING ROLE",False,"CHARLIZE THERON","North Country"
2006,"ACTRESS IN A SUPPORTING ROLE",True,"RACHEL WEISZ","The Constant Gardener"
2006,"ACTRESS IN A SUPPORTING ROLE",False,"AMY ADAMS","Junebug"
2006,"ACTRESS IN A SUPPORTING ROLE",False,"CATHERINE KEENER","Capote"
2006,"ACTRESS IN A SUPPORTING ROLE",False,"FRANCES MCDORMAND","North Country"
2006,"ACTRESS IN A SUPPORTING ROLE",False,"MICHELLE WILLIAMS","Brokeback Mountain"
2006,"ANIMATED FEATURE FILM",True,"WALLACE & GROMIT IN THE CURSE OF THE WERE-RABBIT","Nick Park and Steve Box"
2006,"ANIMATED FEATURE FILM",False,"HOWL'S MOVING CASTLE","Hayao Miyazaki"
2006,"ANIMATED FEATURE FILM",False,"TIM BURTON'S CORPSE BRIDE","Mike Johnson and Tim Burton"
2006,"ART DIRECTION",True,"MEMOIRS OF A GEISHA","Art Direction: John Myhre; Set Decoration: Gretchen Rau"
2006,"ART DIRECTION",False,"GOOD NIGHT, AND GOOD LUCK.","Art Direction: Jim Bissell; Set Decoration: Jan Pascale"
2006,"ART DIRECTION",False,"HARRY POTTER AND THE GOBLET OF FIRE","Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan"
2006,"ART DIRECTION",False,"KING KONG","Art Direction: Grant Major; Set Decoration: Dan Hennah and Simon Bright"
2006,"ART DIRECTION",False,"PRIDE & PREJUDICE","Art Direction: Sarah Greenwood; Set Decoration: Katie Spencer"
2006,"CINEMATOGRAPHY",True,"MEMOIRS OF A GEISHA","Dion Beebe"
2006,"CINEMATOGRAPHY",False,"BATMAN BEGINS","Wally Pfister"
2006,"CINEMATOGRAPHY",False,"BROKEBACK MOUNTAIN","Rodrigo Prieto"
2006,"CINEMATOGRAPHY",False,"GOOD NIGHT, AND GOOD LUCK.","Robert Elswit"
2006,"CINEMATOGRAPHY",False,"THE NEW WORLD","Emmanuel Lubezki"
2006,"COSTUME DESIGN",True,"MEMOIRS OF A GEISHA","Colleen Atwood"
2006,"COSTUME DESIGN",False,"CHARLIE AND THE CHOCOLATE FACTORY","Gabriella Pescucci"
2006,"COSTUME DESIGN",False,"MRS. HENDERSON PRESENTS","Sandy Powell"
2006,"COSTUME DESIGN",False,"PRIDE & PREJUDICE","Jacqueline Durran"
2006,"COSTUME DESIGN",False,"WALK THE LINE","Arianne Phillips"
2006,"DIRECTING",True,"BROKEBACK MOUNTAIN","Ang Lee"
2006,"DIRECTING",False,"CAPOTE","Bennett Miller"
2006,"DIRECTING",False,"CRASH","Paul Haggis"
2006,"DIRECTING",False,"GOOD NIGHT, AND GOOD LUCK.","George Clooney"
2006,"DIRECTING",False,"MUNICH","Steven Spielberg"
2006,"DOCUMENTARY (FEATURE)",True,"MARCH OF THE PENGUINS","Luc Jacquet and Yves Darondeau"
2006,"DOCUMENTARY (FEATURE)",False,"DARWIN'S NIGHTMARE","Hubert Sauper"
2006,"DOCUMENTARY (FEATURE)",False,"ENRON: THE SMARTEST GUYS IN THE ROOM","Alex Gibney and Jason Kliot"
2006,"DOCUMENTARY (FEATURE)",False,"MURDERBALL","Henry-Alex Rubin and Dana Adam Shapiro"
2006,"DOCUMENTARY (FEATURE)",False,"STREET FIGHT","Marshall Curry"
2006,"DOCUMENTARY (SHORT SUBJECT)",True,"A NOTE OF TRIUMPH: THE GOLDEN AGE OF NORMAN CORWIN","Corinne Marrinan and Eric Simonson"
2006,"DOCUMENTARY (SHORT SUBJECT)",False,"THE DEATH OF KEVIN CARTER: CASUALTY OF THE BANG BANG CLUB","Dan Krauss"
2006,"DOCUMENTARY (SHORT SUBJECT)",False,"GOD SLEEPS IN RWANDA","Kimberlee Acquaro and Stacy Sherman"
2006,"DOCUMENTARY (SHORT SUBJECT)",False,"THE MUSHROOM CLUB","Steven Okazaki"
2006,"FILM EDITING",True,"CRASH","Hughes Winborne"
2006,"FILM EDITING",False,"CINDERELLA MAN","Mike Hill and Dan Hanley"
2006,"FILM EDITING",False,"THE CONSTANT GARDENER","Claire Simpson"
2006,"FILM EDITING",False,"MUNICH","Michael Kahn"
2006,"FILM EDITING",False,"WALK THE LINE","Michael McCusker"
2006,"FOREIGN LANGUAGE FILM",True,"TSOTSI","South Africa"
2006,"FOREIGN LANGUAGE FILM",False,"DON'T TELL","Italy"
2006,"FOREIGN LANGUAGE FILM",False,"","France"
2006,"FOREIGN LANGUAGE FILM",False,"PARADISE NOW","The Palestinian Territories"
2006,"FOREIGN LANGUAGE FILM",False,"SOPHIE SCHOLL - THE FINAL DAYS","Germany"
2006,"MAKEUP",True,"THE CHRONICLES OF NARNIA: THE LION, THE WITCH AND THE WARDROBE","Howard Berger and Tami Lane"
2006,"MAKEUP",False,"CINDERELLA MAN","David Leroy Anderson and Lance Anderson"
2006,"MAKEUP",False,"STAR WARS: EPISODE III REVENGE OF THE SITH","Dave Elsey and Nikki Gooley"
2006,"MUSIC (ORIGINAL SCORE)",True,"BROKEBACK MOUNTAIN","Gustavo Santaolalla"
2006,"MUSIC (ORIGINAL SCORE)",False,"THE CONSTANT GARDENER","Alberto Iglesias"
2006,"MUSIC (ORIGINAL SCORE)",False,"MEMOIRS OF A GEISHA","John Williams"
2006,"MUSIC (ORIGINAL SCORE)",False,"MUNICH","John Williams"
2006,"MUSIC (ORIGINAL SCORE)",False,"PRIDE & PREJUDICE","Dario Marianelli"
2006,"MUSIC (ORIGINAL SONG)",True,"HUSTLE & FLOW","It's Hard Out Here For A Pimp in |Hustle & Flow| Music and Lyric by Jordan Houston, Cedric Coleman and Paul Beauregard"
2006,"MUSIC (ORIGINAL SONG)",False,"CRASH","In The Deep in |Crash| Music by Kathleen |Bird| York and Michael Becker; Lyric by Kathleen |Bird| York"
2006,"MUSIC (ORIGINAL SONG)",False,"TRANSAMERICA","Travelin' Thru in |Transamerica| Music and Lyric by Dolly Parton"
2006,"BEST PICTURE",True,"CRASH","Paul Haggis and Cathy Schulman, Producers"
2006,"BEST PICTURE",False,"BROKEBACK MOUNTAIN","Diana Ossana and James Schamus, Producers"
2006,"BEST PICTURE",False,"CAPOTE","Caroline Baron, William Vince and Michael Ohoven, Producers"
2006,"BEST PICTURE",False,"GOOD NIGHT, AND GOOD LUCK.","Grant Heslov, Producer"
2006,"BEST PICTURE",False,"MUNICH","Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers"
2006,"SHORT FILM (ANIMATED)",True,"THE MOON AND THE SON: AN IMAGINED CONVERSATION","John Canemaker and Peggy Stern"
2006,"SHORT FILM (ANIMATED)",False,"BADGERED","Sharon Colman"
2006,"SHORT FILM (ANIMATED)",False,"THE MYSTERIOUS GEOGRAPHIC EXPLORATIONS OF JASPER MORELLO","Anthony Lucas"
2006,"SHORT FILM (ANIMATED)",False,"9","Shane Acker"
2006,"SHORT FILM (ANIMATED)",False,"ONE MAN BAND","Andrew Jimenez and Mark Andrews"
2006,"SHORT FILM (LIVE ACTION)",True,"SIX SHOOTER","Martin McDonagh"
2006,"SHORT FILM (LIVE ACTION)",False,"AUSREISSER (THE RUNAWAY)","Ulrike Grote"
2006,"SHORT FILM (LIVE ACTION)",False,"CASHBACK","Sean Ellis and Lene Bausager"
2006,"SHORT FILM (LIVE ACTION)",False,"THE LAST FARM","The Last Farm"
2006,"SHORT FILM (LIVE ACTION)",False,"OUR TIME IS UP","Rob Pearlstein and Pia Clemente"
2006,"SOUND EDITING",True,"KING KONG","Mike Hopkins and Ethan Van der Ryn"
2006,"SOUND EDITING",False,"MEMOIRS OF A GEISHA","Wylie Stateman"
2006,"SOUND EDITING",False,"WAR OF THE WORLDS","Richard King"
2006,"SOUND MIXING",True,"KING KONG","Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek"
2006,"SOUND MIXING",False,"THE CHRONICLES OF NARNIA: THE LION, THE WITCH AND THE WARDROBE","Terry Porter, Dean A. Zupancic and Tony Johnson"
2006,"SOUND MIXING",False,"MEMOIRS OF A GEISHA","Kevin O'Connell, Greg P. Russell, Rick Kline and John Pritchett"
2006,"SOUND MIXING",False,"WALK THE LINE","Paul Massey, D.M. Hemphill and Peter F. Kurland"
2006,"SOUND MIXING",False,"WAR OF THE WORLDS","Andy Nelson, Anna Behlmer and Ronald Judkins"
2006,"VISUAL EFFECTS",True,"KING KONG","Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor"
2006,"VISUAL EFFECTS",False,"THE CHRONICLES OF NARNIA: THE LION, THE WITCH AND THE WARDROBE","Dean Wright, Bill Westenhofer, Jim Berney and Scott Farrar"
2006,"VISUAL EFFECTS",False,"WAR OF THE WORLDS","Dennis Muren, Pablo Helman, Randal M. Dutra and Daniel Sudick"
2006,"WRITING (ADAPTED SCREENPLAY)",True,"BROKEBACK MOUNTAIN","Screenplay by Larry McMurtry & Diana Ossana"
2006,"WRITING (ADAPTED SCREENPLAY)",False,"CAPOTE","Screenplay by Dan Futterman"
2006,"WRITING (ADAPTED SCREENPLAY)",False,"THE CONSTANT GARDENER","Screenplay by Jeffrey Caine"
2006,"WRITING (ADAPTED SCREENPLAY)",False,"A HISTORY OF VIOLENCE","Screenplay by Josh Olson"
2006,"WRITING (ADAPTED SCREENPLAY)",False,"MUNICH","Screenplay by Tony Kushner and Eric Roth"
2006,"WRITING (ORIGINAL SCREENPLAY)",True,"CRASH","Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis"
2006,"WRITING (ORIGINAL SCREENPLAY)",False,"GOOD NIGHT, AND GOOD LUCK.","Screenplay by George Clooney & Grant Heslov"
2006,"WRITING (ORIGINAL SCREENPLAY)",False,"MATCH POINT","Written by Woody Allen"
2006,"WRITING (ORIGINAL SCREENPLAY)",False,"THE SQUID AND THE WHALE","Written by Noah Baumbach"
2006,"WRITING (ORIGINAL SCREENPLAY)",False,"SYRIANA","Written by Stephen Gaghan"
2007,"ACTOR IN A LEADING ROLE",True,"FOREST WHITAKER","The Last King of Scotland"
2007,"ACTOR IN A LEADING ROLE",False,"LEONARDO DICAPRIO","Blood Diamond"
2007,"ACTOR IN A LEADING ROLE",False,"RYAN GOSLING","Half Nelson"
2007,"ACTOR IN A LEADING ROLE",False,"PETER O'TOOLE","Venus"
2007,"ACTOR IN A LEADING ROLE",False,"WILL SMITH","The Pursuit of Happyness"
2007,"ACTOR IN A SUPPORTING ROLE",True,"ALAN ARKIN","Little Miss Sunshine"
2007,"ACTOR IN A SUPPORTING ROLE",False,"JACKIE EARLE HALEY","Little Children"
2007,"ACTOR IN A SUPPORTING ROLE",False,"DJIMON HOUNSOU","Blood Diamond"
2007,"ACTOR IN A SUPPORTING ROLE",False,"EDDIE MURPHY","Dreamgirls"
2007,"ACTOR IN A SUPPORTING ROLE",False,"MARK WAHLBERG","The Departed"
2007,"ACTRESS IN A LEADING ROLE",True,"HELEN MIRREN","The Queen"
2007,"ACTRESS IN A LEADING ROLE",False,"PENÉLOPE CRUZ","Volver"
2007,"ACTRESS IN A LEADING ROLE",False,"JUDI DENCH","Notes on a Scandal"
2007,"ACTRESS IN A LEADING ROLE",False,"MERYL STREEP","The Devil Wears Prada"
2007,"ACTRESS IN A LEADING ROLE",False,"KATE WINSLET","Little Children"
2007,"ACTRESS IN A SUPPORTING ROLE",True,"JENNIFER HUDSON","Dreamgirls"
2007,"ACTRESS IN A SUPPORTING ROLE",False,"ADRIANA BARRAZA","Babel"
2007,"ACTRESS IN A SUPPORTING ROLE",False,"CATE BLANCHETT","Notes on a Scandal"
2007,"ACTRESS IN A SUPPORTING ROLE",False,"ABIGAIL BRESLIN","Little Miss Sunshine"
2007,"ACTRESS IN A SUPPORTING ROLE",False,"RINKO KIKUCHI","Babel"
2007,"ANIMATED FEATURE FILM",True,"HAPPY FEET","George Miller"
2007,"ANIMATED FEATURE FILM",False,"CARS","John Lasseter"
2007,"ANIMATED FEATURE FILM",False,"MONSTER HOUSE","Gil Kenan"
2007,"ART DIRECTION",True,"PAN'S LABYRINTH","Art Direction: Eugenio Caballero; Set Decoration: Pilar Revuelta"
2007,"ART DIRECTION",False,"DREAMGIRLS","Art Direction: John Myhre; Set Decoration: Nancy Haigh"
2007,"ART DIRECTION",False,"THE GOOD SHEPHERD","Art Direction: Jeannine Oppewall; Set Decoration: Gretchen Rau and Leslie E. Rollins"
2007,"ART DIRECTION",False,"PIRATES OF THE CARIBBEAN: DEAD MAN'S CHEST","Art Direction: Rick Heinrichs; Set Decoration: Cheryl Carasik"
2007,"ART DIRECTION",False,"THE PRESTIGE","Art Direction: Nathan Crowley; Set Decoration: Julie Ochipinti"
2007,"CINEMATOGRAPHY",True,"PAN'S LABYRINTH","Guillermo Navarro"
2007,"CINEMATOGRAPHY",False,"THE BLACK DAHLIA","Vilmos Zsigmond"
2007,"CINEMATOGRAPHY",False,"CHILDREN OF MEN","Emmanuel Lubezki"
2007,"CINEMATOGRAPHY",False,"THE ILLUSIONIST","Dick Pope"
2007,"CINEMATOGRAPHY",False,"THE PRESTIGE","Wally Pfister"
2007,"COSTUME DESIGN",True,"MARIE ANTOINETTE","Milena Canonero"
2007,"COSTUME DESIGN",False,"CURSE OF THE GOLDEN FLOWER","Yee Chung Man"
2007,"COSTUME DESIGN",False,"THE DEVIL WEARS PRADA","Patricia Field"
2007,"COSTUME DESIGN",False,"DREAMGIRLS","Sharen Davis"
2007,"COSTUME DESIGN",False,"THE QUEEN","Consolata Boyle"
2007,"DIRECTING",True,"THE DEPARTED","Martin Scorsese"
2007,"DIRECTING",False,"BABEL","Babel"
2007,"DIRECTING",False,"LETTERS FROM IWO JIMA","Clint Eastwood"
2007,"DIRECTING",False,"THE QUEEN","Stephen Frears"
2007,"DIRECTING",False,"UNITED 93","Paul Greengrass"
2007,"DOCUMENTARY (FEATURE)",True,"AN INCONVENIENT TRUTH","Davis Guggenheim"
2007,"DOCUMENTARY (FEATURE)",False,"DELIVER US FROM EVIL","Amy Berg and Frank Donner"
2007,"DOCUMENTARY (FEATURE)",False,"IRAQ IN FRAGMENTS","James Longley and John Sinno"
2007,"DOCUMENTARY (FEATURE)",False,"JESUS CAMP","Heidi Ewing and Rachel Grady"
2007,"DOCUMENTARY (FEATURE)",False,"MY COUNTRY, MY COUNTRY","Laura Poitras and Jocelyn Glatzer"
2007,"DOCUMENTARY (SHORT SUBJECT)",True,"THE BLOOD OF YINGZHOU DISTRICT","Ruby Yang and Thomas Lennon"
2007,"DOCUMENTARY (SHORT SUBJECT)",False,"RECYCLED LIFE","Leslie Iwerks and Mike Glad"
2007,"DOCUMENTARY (SHORT SUBJECT)",False,"REHEARSING A DREAM","Karen Goodman and Kirk Simon"
2007,"DOCUMENTARY (SHORT SUBJECT)",False,"TWO HANDS","Nathaniel Kahn and Susan Rose Behr"
2007,"FILM EDITING",True,"THE DEPARTED","Thelma Schoonmaker"
2007,"FILM EDITING",False,"BABEL","Stephen Mirrione and Douglas Crise"
2007,"FILM EDITING",False,"BLOOD DIAMOND","Steven Rosenblum"
2007,"FILM EDITING",False,"CHILDREN OF MEN","Children of Men"
2007,"FILM EDITING",False,"UNITED 93","Clare Douglas, Christopher Rouse and Richard Pearson"
2007,"FOREIGN LANGUAGE FILM",True,"THE LIVES OF OTHERS","Germany"
2007,"FOREIGN LANGUAGE FILM",False,"AFTER THE WEDDING","Denmark"
2007,"FOREIGN LANGUAGE FILM",False,"DAYS OF GLORY (INDIGÈNES)","Algeria"
2007,"FOREIGN LANGUAGE FILM",False,"PAN'S LABYRINTH","Mexico"
2007,"FOREIGN LANGUAGE FILM",False,"WATER","Canada"
2007,"MAKEUP",True,"PAN'S LABYRINTH","Pan's Labyrinth"
2007,"MAKEUP",False,"APOCALYPTO","Aldo Signoretti and Vittorio Sodano"
2007,"MAKEUP",False,"CLICK","Kazuhiro Tsuji and Bill Corso"
2007,"MUSIC (ORIGINAL SCORE)",True,"BABEL","Gustavo Santaolalla"
2007,"MUSIC (ORIGINAL SCORE)",False,"THE GOOD GERMAN","Thomas Newman"
2007,"MUSIC (ORIGINAL SCORE)",False,"NOTES ON A SCANDAL","Philip Glass"
2007,"MUSIC (ORIGINAL SCORE)",False,"PAN'S LABYRINTH","Javier Navarrete"
2007,"MUSIC (ORIGINAL SCORE)",False,"THE QUEEN","Alexandre Desplat"
2007,"MUSIC (ORIGINAL SONG)",True,"AN INCONVENIENT TRUTH","I Need To Wake Up in |An Inconvenient Truth| Music and Lyric by Melissa Etheridge"
2007,"MUSIC (ORIGINAL SONG)",False,"DREAMGIRLS","Listen in |Dreamgirls| Music by Henry Krieger and Scott Cutler; Lyric by Anne Preven"
2007,"MUSIC (ORIGINAL SONG)",False,"DREAMGIRLS","Love You I Do in |Dreamgirls| Music by Henry Krieger; Lyric by Siedah Garrett"
2007,"MUSIC (ORIGINAL SONG)",False,"CARS","Our Town in |Cars| Music and Lyric by Randy Newman"
2007,"MUSIC (ORIGINAL SONG)",False,"DREAMGIRLS","Patience in |Dreamgirls| Music by Henry Krieger; Lyric by Willie Reale"
2007,"BEST PICTURE",True,"THE DEPARTED","Graham King, Producer"
2007,"BEST PICTURE",False,"BABEL","Babel"
2007,"BEST PICTURE",False,"LETTERS FROM IWO JIMA","Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers"
2007,"BEST PICTURE",False,"LITTLE MISS SUNSHINE","David T. Friendly, Peter Saraf and Marc Turtletaub, Producers"
2007,"BEST PICTURE",False,"THE QUEEN","Andy Harries, Christine Langan and Tracey Seaward, Producers"
2007,"SHORT FILM (ANIMATED)",True,"THE DANISH POET","Torill Kove"
2007,"SHORT FILM (ANIMATED)",False,"LIFTED","Gary Rydstrom"
2007,"SHORT FILM (ANIMATED)",False,"THE LITTLE MATCHGIRL","Roger Allers and Don Hahn"
2007,"SHORT FILM (ANIMATED)",False,"MAESTRO","Maestro"
2007,"SHORT FILM (ANIMATED)",False,"NO TIME FOR NUTS","Chris Renaud and Michael Thurmeier"
2007,"SHORT FILM (LIVE ACTION)",True,"WEST BANK STORY","Ari Sandel"
2007,"SHORT FILM (LIVE ACTION)",False,"BINTA AND THE GREAT IDEA (BINTA Y LA GRAN IDEA)","Javier Fesser and Luis Manso"
2007,"SHORT FILM (LIVE ACTION)",False,"","Borja Cobeaga"
2007,"SHORT FILM (LIVE ACTION)",False,"HELMER & SON","Helmer & Son"
2007,"SHORT FILM (LIVE ACTION)",False,"THE SAVIOUR","Peter Templeman and Stuart Parkyn"
2007,"SOUND EDITING",True,"LETTERS FROM IWO JIMA","Alan Robert Murray and Bub Asman"
2007,"SOUND EDITING",False,"APOCALYPTO","Sean McCormack and Kami Asgar"
2007,"SOUND EDITING",False,"BLOOD DIAMOND","Lon Bender"
2007,"SOUND EDITING",False,"FLAGS OF OUR FATHERS","Alan Robert Murray and Bub Asman"
2007,"SOUND EDITING",False,"PIRATES OF THE CARIBBEAN: DEAD MAN'S CHEST","Christopher Boyes and George Watters II"
2007,"SOUND MIXING",True,"DREAMGIRLS","Michael Minkler, Bob Beemer and Willie Burton"
2007,"SOUND MIXING",False,"APOCALYPTO","Kevin O’Connell, Greg P. Russell and Fernando Cámara"
2007,"SOUND MIXING",False,"BLOOD DIAMOND","Andy Nelson, Anna Behlmer and Ivan Sharrock"
2007,"SOUND MIXING",False,"FLAGS OF OUR FATHERS","John Reitz, Dave Campbell, Gregg Rudloff and Walt Martin"
2007,"SOUND MIXING",False,"PIRATES OF THE CARIBBEAN: DEAD MAN'S CHEST","Paul Massey, Christopher Boyes and Lee Orloff"
2007,"VISUAL EFFECTS",True,"PIRATES OF THE CARIBBEAN: DEAD MAN'S CHEST","John Knoll, Hal Hickel, Charles Gibson and Allen Hall"
2007,"VISUAL EFFECTS",False,"POSEIDON","Boyd Shermis, Kim Libreri, Chas Jarrett and John Frazier"
2007,"VISUAL EFFECTS",False,"SUPERMAN RETURNS","Mark Stetson, Neil Corbould, Richard R. Hoover and Jon Thum"
2007,"WRITING (ADAPTED SCREENPLAY)",True,"THE DEPARTED","Screenplay by William Monahan"
